529,Tarsus,97,2006-02-15 09:45:25.000000
530,Tartu,30,2006-02-15 09:45:25.000000
531,Teboksary,80,2006-02-15 09:45:25.000000
532,Tegal,45,2006-02-15 09:45:25.000000
533,Tel Aviv-Jaffa,48,2006-02-15 09:45:25.000000
534,Tete,63,2006-02-15 09:45:25.000000
535,Tianjin,23,2006-02-15 09:45:25.000000
536,Tiefa,23,2006-02-15 09:45:25.000000
537,Tieli,23,2006-02-15 09:45:25.000000
538,Tokat,97,2006-02-15 09:45:25.000000
539,Tonghae,86,2006-02-15 09:45:25.000000
540,Tongliao,23,2006-02-15 09:45:25.000000
541,Torren,60,2006-02-15 09:45:25.000000
542,Touliu,92,2006-02-15 09:45:25.000000
543,Toulon,34,2006-02-15 09:45:25.000000
544,Toulouse,34,2006-02-15 09:45:25.000000
545,Trshavn,32,2006-02-15 09:45:25.000000
546,Tsaotun,92,2006-02-15 09:45:25.000000
547,Tsuyama,50,2006-02-15 09:45:25.000000
548,Tuguegarao,75,2006-02-15 09:45:25.000000
549,Tychy,76,2006-02-15 09:45:25.000000
550,Udaipur,44,2006-02-15 09:45:25.000000
551,Udine,49,2006-02-15 09:45:25.000000
552,Ueda,50,2006-02-15 09:45:25.000000
553,Uijongbu,86,2006-02-15 09:45:25.000000
554,Uluberia,44,2006-02-15 09:45:25.000000
555,Urawa,50,2006-02-15 09:45:25.000000
556,Uruapan,60,2006-02-15 09:45:25.000000
557,Usak,97,2006-02-15 09:45:25.000000
558,Usolje-Sibirskoje,80,2006-02-15 09:45:25.000000
559,Uttarpara-Kotrung,44,2006-02-15 09:45:25.000000
560,Vaduz,55,2006-02-15 09:45:25.000000
561,Valencia,104,2006-02-15 09:45:25.000000
562,Valle de la Pascua,104,2006-02-15 09:45:25.000000
563,Valle de Santiago,60,2006-02-15 09:45:25.000000
564,Valparai,44,2006-02-15 09:45:25.000000
565,Vancouver,20,2006-02-15 09:45:25.000000
566,Varanasi (Benares),44,2006-02-15 09:45:25.000000
567,Vicente Lpez,6,2006-02-15 09:45:25.000000
568,Vijayawada,44,2006-02-15 09:45:25.000000
569,Vila Velha,15,2006-02-15 09:45:25.000000
570,Vilnius,56,2006-02-15 09:45:25.000000
571,Vinh,105,2006-02-15 09:45:25.000000
572,Vitria de Santo Anto,15,2006-02-15 09:45:25.000000
573,Warren,103,2006-02-15 09:45:25.000000
574,Weifang,23,2006-02-15 09:45:25.000000
575,Witten,38,2006-02-15 09:45:25.000000
576,Woodridge,8,2006-02-15 09:45:25.000000
577,Wroclaw,76,2006-02-15 09:45:25.000000
578,Xiangfan,23,2006-02-15 09:45:25.000000
579,Xiangtan,23,2006-02-15 09:45:25.000000
580,Xintai,23,2006-02-15 09:45:25.000000
581,Xinxiang,23,2006-02-15 09:45:25.000000
582,Yamuna Nagar,44,2006-02-15 09:45:25.000000
583,Yangor,65,2006-02-15 09:45:25.000000
584,Yantai,23,2006-02-15 09:45:25.000000
585,Yaound,19,2006-02-15 09:45:25.000000
586,Yerevan,7,2006-02-15 09:45:25.000000
587,Yinchuan,23,2006-02-15 09:45:25.000000
588,Yingkou,23,2006-02-15 09:45:25.000000
589,York,102,2006-02-15 09:45:25.000000
590,Yuncheng,23,2006-02-15 09:45:25.000000
591,Yuzhou,23,2006-02-15 09:45:25.000000
592,Zalantun,23,2006-02-15 09:45:25.000000
593,Zanzibar,93,2006-02-15 09:45:25.000000
594,Zaoyang,23,2006-02-15 09:45:25.000000
595,Zapopan,60,2006-02-15 09:45:25.000000
596,Zaria,69,2006-02-15 09:45:25.000000
597,Zeleznogorsk,80,2006-02-15 09:45:25.000000
598,Zhezqazghan,51,2006-02-15 09:45:25.000000
599,Zhoushan,23,2006-02-15 09:45:25.000000
600,Ziguinchor,83,2006-02-15 09:45:25.000000
